채용공고명,회사명,마감일,자격면허,고용형태_근무형태,근무조건_지역,모집요강,모집직종,링크,회사 전화번호,담당자 전화번호
재가요양보호사 모집 (장안),도담재가노인복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)",부산광역시 기장군 장안읍 기룡1길 9,"■도담재가노인복지센터(정관)
- 4등급, 72세,여자어르신 / 배우자 동거이나 케어시간 부재
- 장안읍 기룡1길, 기룡마을 농산물직판장 인근
- 주5일, 3시간, 13:00 ~ 16:00
- 시급: 10,320원(*수당포함 13,100원)
- 4대보험, 퇴직연금 가입
- 요양보호사자격증 사본, 건강검진결과서
- 전화 문의: 051-728-0097
** 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을수 있음 **",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJBD002606050001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"051-728-0097, 051-728-0096",051-728-0097
아파트 미화원 구인,주식회사 이데아그룹,"채용시까지
(마감시간 : 24시)","기타
복지카드 소지자 우대","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 30시간)","경기도 여주시 세종로 204-22 (교동, 여주 예일세띠앙)","- 아파트 미화 (실내청소)
- 근무시간: 월-금 08:00~15:00
- 급여: 시급 10,320원
- 복지카드 소지자 우대",건물 청소원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKU002606050001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
응암동/4등급할머니케어 재가요양보호사 구인,오월방문요양센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","서울특별시 은평구 응암로20길 5, . (응암동)","[응암동/여]
-대상: 4등급
-내용: 일상생활지원
-시간: 9시-12시(주5일)
-급여: 13,100원
-근무지: 응암로 20길 5",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF11032606050001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"02-3152-7669, 02-3152-7668",02-3152-7669
(채용대행) 요양보호사 모집,광은방문요양센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사2급","기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 15시간)","경기도 광명시 광명로951번길 10-8, . (광명동, 럭키빌라)","광명시장 인근
4등급 할아버지 ( 할머니와 거주 ) 주6일 9시~12
인지훈련, 산책 도움, 병원동행시 휠체어 있어요
시급13,000원 (최저임금+각종 수당 포함된 금액)
문의 : 010-2713-1651",요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKE002606050002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-2713-1651, 02-2680-5551","010-2713-1651, 02-2680-5551"
e-편한세상 밀양나노밸리 미화외곽 구인,(주)듀델코리아,2026.08.04 (화) 24:00,관계없음,"기간의 정함이 있는 근로계약
주 6일 근무
(주 소정근로시간: 33시간)","경상남도 밀양시 창밀로 3518, - (내이동, 이편한세상밀양나노밸리)","아파트 미화외곽 업무
- 근무시간: 평일 9시~16시(휴게시간 1시간)
토요일 9시~12시/주6일
- 제출서류 : 이력서
- 접수방법 : 팩스 (051-745-8561)
- 기타 : * 복지카드소지자 우대*
* 이력서 제출 시 상단에 'e편한세상밀양나노밸리 미화원지원' 이라고 꼭 기입(미기입시 누락 가능성 있음)
* 문의 : 듀델코리아 051- 807-7560",건물 청소원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJ22282606050002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"051-745-8561, 051-807-7560",051-807-7560
의료법인 베델의료재단 구미천사요양원-간호조무사 모집,의료법인 베델의료재단 구미천사요양원,"채용시까지
(마감시간 : 24시)","필수
간호조무사","기간의 정함이 없는 근로계약
주 5일 근무
(주 소정근로시간: 40시간)",경상북도 구미시 고아읍 이례로 46,"- 모집직종 : 노인요양시설 간호조무사
- 근무시간 : 주간전담 9:00~18:00
- 급여: 면접후 경력에 따라 차등 지급
▶문의: 구미여성인력개발센터 054-456-9494",간호조무사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10822606050002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,054-456-9494,054-456-9494
[좌동] 해운대 대동타운 아파트 미화구인,(주)듀델코리아,"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 있는 근로계약
주 6일 근무
(주 소정근로시간: 28시간)","부산광역시 해운대구 대천로103번길 29 (좌동, 대동타운)","[좌동] 해운대 대동타운 아파트 미화원 채용
ㅁ 근무주소 : 해운대구 대천로 103번길 29
ㅁ 모집직종 : 아파트 미화원 1명 채용
ㅁ 근무시간 : 월~금 오전 9시 ~15:10 (휴게시간 12:00~13:00)
토 9시~12시
ㅁ 신주 일부 있음(지하 ~ 2층)
ㅁ 월 급 여 : 1,522,930원
ㅁ 우대사항 : 복지카드 소지자 우대
ㅁ 지원방법 : 전화 후 방문 (전화시 ""해운대 대동타운 미화 지원""이라고 말씀해주세요~)
ㅁ 문의처 : 미화반장 - 010-2844-1565","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJBQ002606050004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,010-2844-1565,010-2844-1565
"(중장년내일센터 채용대행) 대한적십자사 광주, 전남지사 미화원 모집(오전근무)",선수종합관리 주식회사,2026.07.04 (토) 24:00,관계없음,"기간의 정함이 있는 근로계약
주 5일 근무
(주 소정근로시간: 24시간)",광주광역시 북구 매곡로 117 (매곡동),"- 모집직종: 미화원
- 근무장소: 대한적십자가 광주,전남지사
- 근무시간: 07:00~11:30","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KEC0062606050001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"062-609-8971, 062-654-3444",062-609-8971
청량리 한신@/여자 어르신/ 오후 14시~17시 주5일/ 요양보호사님 구인,(A+)서울방문요양센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사1급","기간의 정함이 없는 근로계약
주 5일 근무","서울특별시 동대문구 제기로 129 (청량리동, 한신아파트)","* 5등급 여어르신
-인지활동 , 일상생활 함께하기, 정서지원
* 근무시간 : 주5일 14시~17시
*치매교육 이수 필수",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAL002606050001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"02-6080-9194, 02-6080-9195",02-6080-9194
중계주공7단지아파트 4등급 할머니 주5일 오전재가,돌보인방문요양센터상계점,2026.07.03 (금) 24:00,"필수
요양보호사1급","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","서울특별시 노원구 한글비석로8길 42, 중계본동 불암고 맞은편 (중계동, 주공7단지아파트)","중계주공7단지아파트 4등급 할머니 주5일 오전재가
근무시간 : 09:30-12:30 (주5일 근무)
시급 : 제수당 포함 13,050원
문의 : 010-6451-9907",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAJ002606050001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-6451-9907, 02-931-0971",010-6451-9907
[용호동] 재가요양보호사 구인,모라재가복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","부산광역시 남구 용호로216번가길 46, 인근 근무예정 (용호동, 쌍용예가)","[용호동 쌍용예가아파트인근 빌라 근무예정]
- 4등급 70대중반 여자어르신(독거)
- 근무시간: 오전 9시~12시 (3시간, 주5일)
- 일상생활지원등
- 시급:13,000원(시급 10,320원, 주휴수당, 연차수당 별도 지급 포함)
- 문의: 051-330-9966(부산광역새일센터)",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10912606050002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,051-330-9966,051-330-9966
e-편한세상 밀양나노밸리 미화원 구인,(주)듀델코리아,2026.08.04 (화) 24:00,관계없음,"기간의 정함이 있는 근로계약
주 6일 근무
(주 소정근로시간: 33시간)","경상남도 밀양시 창밀로 3518, - (내이동, 이편한세상밀양나노밸리)","아파트 미화 업무
- 근무시간: 평일 9시~16시(휴게시간 1시간)
토요일 9시~12시/주6일
- 제출서류 : 이력서
- 접수방법 : 팩스 (051-745-8561)
- 기타 : * 복지카드소지자 우대*
* 이력서 제출 시 상단에 'e편한세상밀양나노밸리 미화원지원' 이라고 꼭 기입(미기입시 누락 가능성 있음)
* 문의 : 듀델코리아 051- 807-7560","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJ22282606050001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"051-745-8561, 051-807-7560",051-807-7560
광명동 1등급 어르신 재가요양사 구인,늘푸른재가복지센터,2026.07.04 (토) 24:00,"필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 3일 근무
(주 소정근로시간: 12시간)",경기도 광명시 오리로942번길 5-1 (광명동),"* 1등급 여자어르신
* 일상생활지원
* (화,목) 13~17/(토) 09-13/주3일
* 시급: 13,000원(10,320원+주휴 및 기타수당포함)
* 문의 : 02-2680-6058",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKE002606050001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"02-2680-6058, 02-6949-3443","02-2680-6058, 02-6949-3443"
[병점 중심상가] 참빛요양원 조리원 정규직 모집,참빛요양원,"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 없는 근로계약
주 5일 근무
(주 소정근로시간: 40시간)","경기도 화성시 병점구 효행로 1072, 8층 참빛요양원 (병점동)","▣ 면접 신청 : 031-236-9166
▣ 업무내용 : 요양원 환자 20인분 조리 업무 (자격증 없어도됨)
▣ 근무시간 : 주 5일 9:00 - 18:00 (시간 협의가능 ,주말 로테이션 근무)
2명에서 조리함.
▣ 임 금: 2,157,000원 (급여 협의가능)
▣ 근 무 : 경기도 화성시 병점구 효행료 1072 상록프라자 8층 요양원",병원 급식 조리사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJK6002606050002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"031-236-9166, 031-5189-4554",031-236-9166
(계산동) 재가요양보호사 구인,참소망 재가복지 센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 3일 근무
(주 소정근로시간: 9시간)","인천광역시 계양구 계산새로 108, 소재 (계산동, 은행마을강북.삼보아파트)","- (계산동)삼보아파트 3등급(여)
- 09시~12시, 주3일
- 시급 14,000원(제수당포함)
*가사및일상생활 외",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10132606050001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"032-552-4708, 032-552-4709",032-552-4708
기업체 경비원모집(셀)-(주)엠큐리티,주식회사엠큐리티,"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 있는 근로계약
주 4일 근무
(주 소정근로시간: 48시간)","충청북도 음성군 맹동산단로 20, (주) 셀","기업체 경비원모집(셀) - (주)엠큐리티
■ 직무내용 : 방문자 및 입.출고 차량 통제
■ 근무형태 : 24시 격일제 근무 (07:00-익일07:00)
■ 급여형태 : 월 280 만원 이상
■ 우대조건 : 일반경비원 신임경비이수자, 자차 출.퇴근 가능자
■ 근무장소 : 충청북도 진천군 음성군 맹동면 맹동산단로 20 (주)셀","건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJMI002606050002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,043-539-3349,043-539-3349
[ 진접읍 ] 누구나돌봄서비스 / 할머님 주3일 3시간,"주식회사아가세(AGaSECO.,LTD)",2026.06.19 (금) 24:00,관계없음,"기간의 정함이 있는 근로계약
주 3일 근무",경기도 남양주시 진접읍 봉현로36번길 11-1 (삼신아파트),"- 삼신아파트 할머님 누구나돌봄 케어도움
- 시급 13,000원 (10,320원+연차,주휴 수당 포함)
- 허리보조기 착용, 굽히기 동작어려워요
- ""'진접읍 삼신아파트 할머님 돌봄"" 으로 문자주시면 연락드립니다.
- 문의 010-3067-6792",노인 생활지도원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKJ002606050001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-3067-6792, 031-527-7721","010-3067-6792, 031-527-7721"
납품(자동차부품) 운전원 모집 [경총 중장년내일센터 채용대행],일진테크,"채용시까지
(마감시간 : 24시)","필수
자동차운전면허1종보통","기간의 정함이 있는 근로계약
주 5일 근무",울산광역시 북구 산성로 83 (효문동),"◈ 납품(자동차부품) 운전원 모집 ◈
▶업 체 명 : 일진테크
▶직무내용 : 납품 차량 운전(자동차 부품""에어밴트"", 3.5톤 수동)
▶근 무 지 : 북구 산성로 83 (효문동)
▶근무시간 : (주5일) 08:20 ~ 17:30(연장, 특근, 잔업 있을 수 있음)
▶급 여 : 시급 10,320 원
▶기타사항 : 관련 직종 경력자 우대, 자동차면허 1종 보통 이상
※ 지원문의 : 경총 중장년내일센터 ☎052)277-9491",배송·납품 운전원(납품영업 포함),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KEC0112606050001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"052)277-9491, 052-277-9491, 052-277-9987","052)277-9491, 052-277-9491"
아파트 경비원 모집 - 화성시 병점구 반월동 이편한세상반월나노시티역아파트,(주)듀델코리아,"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 있는 근로계약
주 4일 근무
(주 소정근로시간: 48시간)","경기도 화성시 병점구 효행로 1337-23, 반월동 (반월동, e편한세상 반월 나노시티역)","아파트 경비업무/신임교육필수
06:00~익일06:00/휴게 주4, 야3/격일
월 3,070,000원
전화문의 010-8882-6110(김재익팀장)",아파트·빌라 경비원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAU002606050001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,010-8882-6110,010-8882-6110
(원일F&F) - 경비원 모집 (엠큐리티),주식회사엠큐리티,2026.06.30 (화) 24:00,관계없음,"기간의 정함이 있는 근로계약
주 5일 근무
(주 소정근로시간: 48시간)","충청북도 음성군 대물로 70-13, (주)원일에프엔에프","**(주)엠큐리티 - 기업체 경비원 모집 (원일F&F)**
직무내용 : 경비업무(출입차량 관리, 방문자 안내, 야간순찰, 도난방지 및 화재 예방 )
근무시간 : 12.5시간 주간제 근무, 08:00~20:30, 월요일~토요일 근무(일요일/공휴일 휴무)
급여조건 : 월 290만원 (휴게시간-2시간), 실근무일수 26일
근무지역 : 충북 음성군 대소면 대물로 70-13 (원일F&F)
자격조건 : 신임경비교육이수자, 자차 출퇴근 가능자
우대사항 : 컴퓨터 활용가능자 우대","건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJMI002606050001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,043-539-3349,043-539-3349
